order_id,product_id,quantity,unit_price,revenue,product_name,category,cost,selling_price,total_cost,profit,profit_margin,customer_id,order_date,status,customer_name,city,country,month
1477,7762,4,1336.19,5344.76,Jeans Premium 7762,Fashion,927.87,1403.66,3711.48,1633.2800000000002,30.558528353003695,8806,2024-11-07,Completed,Usman Raza,Toronto,Canada,2024-11
1478,3808,4,1266.6,5066.4,Laptop Plus 3808,Electronics,1153.05,1376.72,4612.2,454.1999999999998,8.9649455234486,5591,2022-08-18,Completed,Ayesha Siddiqui,Hyderabad,Pakistan,2022-08
1479,3540,6,835.17,5011.0199999999995,Keyboard Ultra 3540,Electronics,774.33,891.97,4645.9800000000005,365.03999999999905,7.284744423291048,5254,2025-01-24,Pending,Ali Mirza,Peshawar,Pakistan,2025-01
1480,4744,5,1698.9,8494.5,Data Science Book Max 4744,Books,1332.85,1781.19,6664.25,1830.25,21.546294661251398,1516,2024-07-23,Returned,Sara Malik,Peshawar,Pakistan,2024-07
1481,5554,5,1293.97,6469.85,Face Wash Plus 5554,Beauty,1251.79,1452.56,6258.95,210.90000000000055,3.2597355425550907,6416,2025-12-13,Pending,Imran Ahmed,Toronto,Canada,2025-12
1482,1817,1,1443.09,1443.09,Running Shoes Ultra 1817,Sports,1333.93,1673.21,1333.93,109.15999999999985,7.564323777449768,7681,2023-08-13,Shipped,Omar Iqbal,Toronto,Canada,2023-08
1483,5610,4,1542.59,6170.36,Jeans Basic 5610,Fashion,1044.35,1719.87,4177.4,1992.96,32.29892583252841,6198,2025-10-21,Completed,Maryam Ahmed,London,UK,2025-10
1484,2575,7,10.45,73.14999999999999,Yoga Mat Max 2575,Sports,7.81,11.49,54.669999999999995,18.479999999999997,25.263157894736842,2225,2025-01-05,Completed,Sana Chaudhry,Dubai,UAE,2025-01
1485,2584,7,1403.72,9826.04,Keyboard Premium 2584,Electronics,907.85,1426.61,6354.95,3471.090000000001,35.32542102413588,5580,2025-06-05,Shipped,Sara Buriro,Hyderabad,Pakistan,2025-06
1486,6398,6,572.8,3436.7999999999997,Air Purifier Max 6398,Home,407.1,580.89,2442.6000000000004,994.1999999999994,28.92807262569831,1619,2022-02-15,Completed,Omar Iqbal,Sukkur,Pakistan,2022-02
1487,5331,5,561.91,2809.5499999999997,Business Book Max 5331,Books,434.81,596.08,2174.05,635.4999999999995,22.619280667722574,5234,2026-06-24,Completed,Hamza Siddiqui,Quetta,Pakistan,2026-06
1488,9238,6,883.21,5299.26,Business Book Premium 9238,Books,634.76,1021.73,3808.56,1490.7000000000003,28.13034272709775,8806,2024-07-09,Returned,Usman Raza,Toronto,Canada,2024-07
1489,2428,3,28.3,84.9,Backpack Basic 2428,Fashion,24.67,32.5,74.01,10.89,12.82685512367491,9222,2025-01-04,Shipped,Fahad Malik,Karachi,Pakistan,2025-01
1490,5034,4,691.26,2765.04,Football Plus 5034,Sports,641.51,812.94,2566.04,199.0,7.197002575007956,7194,2024-02-21,Completed,Ahmed Sheikh,Hyderabad,Pakistan,2024-02
1491,1487,3,1624.96,4874.88,T-Shirt Max 1487,Fashion,1186.19,1772.12,3558.57,1316.31,27.001895431272153,3484,2022-08-19,Completed,Imran Raza,Faisalabad,Pakistan,2022-08
1492,3647,1,790.03,790.03,Shampoo Basic 3647,Beauty,698.34,830.73,698.34,91.68999999999994,11.605888383985413,3453,2024-08-08,Completed,Maryam Khan,Dubai,UAE,2024-08
1493,7978,1,1243.42,1243.42,Business Book Basic 7978,Books,818.8,1254.87,818.8,424.6200000000001,34.14936224284635,7788,2025-03-16,Completed,Imran Mirza,Peshawar,Pakistan,2025-03
1494,5045,3,355.2,1065.6,Data Science Book Pro 5045,Books,345.76,401.95,1037.28,28.319999999999936,2.657657657657652,140,2022-09-15,Completed,Ahmed Ali,Lahore,Pakistan,2022-09
1495,8621,5,281.47,1407.3500000000001,Perfume Premium 8621,Beauty,214.01,323.34,1070.05,337.3000000000002,23.967030234127982,3620,2023-09-18,Completed,Bilal Iqbal,New York,USA,2023-09
1496,6513,6,485.25,2911.5,Headphones Premium 6513,Electronics,494.48,545.04,2966.88,-55.38000000000011,-1.9021123132406015,5548,2024-11-14,Returned,Sara Hussain,Karachi,Pakistan,2024-11
1497,8027,6,615.41,3692.46,Tennis Racket Basic 8027,Sports,481.68,660.66,2890.08,802.3800000000001,21.730228628069096,459,2023-05-04,Completed,Zainab Buriro,Lahore,Pakistan,2023-05
1498,1290,4,1190.48,4761.92,Skin Cream Plus 1290,Beauty,890.5,1391.41,3562.0,1199.92,25.198239365634027,8035,2023-05-17,Completed,Fatima Khan,Sukkur,Pakistan,2023-05
1499,6181,2,1863.61,3727.22,Data Science Book Ultra 6181,Books,1179.8,1912.56,2359.6,1367.62,36.69276297079325,3781,2022-07-10,Completed,Hira Ali,Rawalpindi,Pakistan,2022-07
1500,8755,6,1647.41,9884.460000000001,Jeans Premium 8755,Fashion,1467.98,1747.73,8807.880000000001,1076.58,10.891642032038167,8340,2024-05-11,Completed,Ayesha Buriro,London,UK,2024-05
1501,747,6,1258.6,7551.599999999999,Dumbbells Pro 747,Sports,1135.77,1304.35,6814.62,736.9799999999996,9.759256316542185,1509,2022-07-24,Shipped,Zainab Shah,New York,USA,2022-07
1502,1331,2,1318.1,2636.2,Hair Dryer Ultra 1331,Beauty,1086.78,1327.49,2173.56,462.6399999999999,17.5495030726045,373,2026-01-12,Pending,Maham Qureshi,Dubai,UAE,2026-01
1503,5309,5,842.82,4214.1,Air Purifier Max 5309,Home,671.74,878.78,3358.7,855.4000000000005,20.298521629766746,4406,2022-10-20,Completed,Imran Raza,Sukkur,Pakistan,2022-10
1504,7699,2,1712.69,3425.38,Backpack Premium 7699,Fashion,1332.29,1762.98,2664.58,760.8000000000002,22.21067443612096,9625,2022-06-08,Cancelled,Sara Buriro,Sukkur,Pakistan,2022-06
1505,9517,1,1466.58,1466.58,Hair Dryer Ultra 9517,Beauty,1008.1,1546.78,1008.1,458.4799999999999,31.26184729097628,821,2026-04-19,Completed,Sara Khan,London,UK,2026-04
1506,5922,1,1082.3,1082.3,Fan Ultra 5922,Home,902.47,1214.2,902.47,179.82999999999993,16.61554097754781,1272,2023-11-05,Completed,Saad Qureshi,Lahore,Pakistan,2023-11
1507,9062,2,86.29,172.58,Watch Max 9062,Fashion,64.04,97.87,128.08,44.5,25.785143122030362,7855,2022-12-01,Completed,Ali Shah,Quetta,Pakistan,2022-12
1508,4774,2,1636.02,3272.04,Dumbbells Basic 4774,Sports,1458.58,1641.22,2917.16,354.8800000000001,10.845833180523469,1134,2024-07-17,Completed,Hira Memon,Islamabad,Pakistan,2024-07
1509,8068,7,1276.28,8933.96,Microwave Max 8068,Home,1186.5,1399.69,8305.5,628.4599999999991,7.034506534616219,5909,2022-06-23,Completed,Sana Malik,Rawalpindi,Pakistan,2022-06
1510,1300,7,1081.98,7573.860000000001,Sneakers Max 1300,Fashion,949.61,1168.44,6647.27,926.5900000000001,12.234052385441506,417,2023-11-30,Completed,Fatima Ahmed,Doha,Qatar,2023-11
1511,6944,1,1647.37,1647.37,Face Wash Pro 6944,Beauty,1209.44,1870.26,1209.44,437.92999999999984,26.583584744167972,379,2025-01-20,Pending,Sara Qureshi,Quetta,Pakistan,2025-01
1512,2968,7,1886.16,13203.12,Air Conditioner Ultra 2968,Home,1458.11,2174.1,10206.769999999999,2996.350000000002,22.694257114984957,3884,2024-03-23,Completed,Fahad Siddiqui,Faisalabad,Pakistan,2024-03
1513,5055,7,1518.57,10629.99,Watch Pro 5055,Fashion,1283.03,1655.58,8981.21,1648.7800000000007,15.51064488301495,6456,2026-04-18,Completed,Saad Buriro,Quetta,Pakistan,2026-04
1514,8717,7,1828.06,12796.42,Face Wash Premium 8717,Beauty,1485.56,1934.1,10398.92,2397.5,18.735708893581172,5952,2025-05-05,Completed,Usman Siddiqui,Lahore,Pakistan,2025-05
1515,4389,6,1053.04,6318.24,Marketing Book Max 4389,Books,792.78,1073.47,4756.68,1561.5599999999995,24.715110537111592,9547,2025-01-03,Completed,Bilal Memon,Karachi,Pakistan,2025-01
1516,825,1,669.77,669.77,Tennis Racket Pro 825,Sports,631.33,744.72,631.33,38.43999999999994,5.739283634680553,546,2025-02-08,Completed,Zainab Siddiqui,Sukkur,Pakistan,2025-02
1517,5913,6,1426.56,8559.36,Jacket Plus 5913,Fashion,1249.88,1567.08,7499.280000000001,1060.08,12.385038133692237,633,2025-03-08,Completed,Usman Khan,Multan,Pakistan,2025-03
1518,516,6,453.41,2720.46,Tennis Racket Premium 516,Sports,291.54,462.4,1749.2400000000002,971.2199999999998,35.7005800489623,7752,2024-03-19,Returned,Maham Malik,Hyderabad,Pakistan,2024-03
1519,4734,4,1280.31,5121.24,Jeans Basic 4734,Fashion,935.26,1338.85,3741.04,1380.1999999999998,26.950504174770167,3568,2022-06-28,Completed,Ali Sheikh,Dubai,UAE,2022-06
1520,1827,1,839.16,839.16,Tennis Racket Max 1827,Sports,781.93,940.23,781.93,57.23000000000002,6.8199151532484885,2127,2023-03-12,Completed,Saad Qureshi,Quetta,Pakistan,2023-03
1521,4128,2,1621.01,3242.02,Blender Premium 4128,Home,1483.07,1641.73,2966.14,275.8800000000001,8.509509503334344,8948,2023-03-14,Shipped,Imran Memon,Karachi,Pakistan,2023-03
1522,6877,4,789.44,3157.76,Skin Cream Premium 6877,Beauty,784.85,920.97,3139.4,18.360000000000127,0.5814248074584556,3169,2023-04-21,Returned,Zainab Ali,Doha,Qatar,2023-04
1523,5982,2,90.89,181.78,Air Purifier Max 5982,Home,58.53,96.02,117.06,64.72,35.60347673011332,335,2025-07-18,Completed,Imran Ali,Faisalabad,Pakistan,2025-07
1524,2260,7,1304.96,9134.720000000001,Backpack Basic 2260,Fashion,1023.92,1310.41,7167.44,1967.2800000000016,21.536292300147146,168,2026-05-20,Completed,Fatima Mirza,Doha,Qatar,2026-05
1525,9172,1,130.77,130.77,T-Shirt Max 9172,Fashion,122.4,152.27,122.4,8.370000000000005,6.400550584996561,9186,2024-02-02,Completed,Hassan Iqbal,London,UK,2024-02
1526,1684,4,1274.87,5099.48,Tablet Premium 1684,Electronics,921.54,1366.55,3686.16,1413.3199999999997,27.714982704118846,1595,2024-04-02,Pending,Ahmed Mirza,Islamabad,Pakistan,2024-04
1527,2187,4,70.3,281.2,Smartphone Ultra 2187,Electronics,54.81,77.66,219.24,61.95999999999998,22.03413940256045,9888,2023-07-12,Completed,Sana Buriro,Islamabad,Pakistan,2023-07
1528,6657,4,147.48,589.92,Backpack Ultra 6657,Fashion,116.9,161.75,467.6,122.31999999999994,20.73501491727691,1983,2024-12-04,Completed,Hussain Mirza,London,UK,2024-12
1529,1356,7,498.0,3486.0,Cricket Bat Max 1356,Sports,411.8,562.24,2882.6,603.4000000000001,17.309236947791167,3900,2025-03-06,Shipped,Zainab Ahmed,Faisalabad,Pakistan,2025-03
1530,9823,1,1091.15,1091.15,Watch Premium 9823,Fashion,750.7,1106.75,750.7,340.45000000000005,31.2010264399945,630,2022-04-06,Completed,Zainab Mirza,Dubai,UAE,2022-04
1531,1575,2,38.05,76.1,Backpack Basic 1575,Fashion,28.01,43.54,56.02,20.07999999999999,26.38633377135347,4650,2024-05-01,Completed,Danish Siddiqui,Multan,Pakistan,2024-05
1532,3853,1,200.74,200.74,Watch Premium 3853,Fashion,151.59,232.78,151.59,49.150000000000006,24.4844076915413,9621,2023-12-24,Returned,Ali Ahmed,New York,USA,2023-12
1533,6992,2,727.43,1454.86,Skin Cream Plus 6992,Beauty,558.29,840.96,1116.58,338.28,23.251721815157474,9882,2024-01-18,Completed,Hira Ali,Quetta,Pakistan,2024-01
1534,7591,1,1092.84,1092.84,Jeans Plus 7591,Fashion,1029.53,1276.63,1029.53,63.309999999999945,5.7931627685663,3730,2024-05-09,Shipped,Hassan Buriro,Multan,Pakistan,2024-05
1535,8701,2,191.09,382.18,Novel Premium 8701,Books,171.95,204.29,343.9,38.28000000000003,10.016222722277469,600,2022-08-23,Completed,Danish Hussain,Doha,Qatar,2022-08
1536,5013,5,437.72,2188.6000000000004,Jacket Basic 5013,Fashion,391.26,492.88,1956.3,232.3000000000004,10.614091199853805,6916,2025-09-16,Completed,Danish Chaudhry,London,UK,2025-09
1537,7667,5,830.67,4153.349999999999,Fan Max 7667,Home,633.07,843.27,3165.3500000000004,987.9999999999991,23.788026532798806,3182,2026-03-06,Completed,Maham Shah,Faisalabad,Pakistan,2026-03
1538,6701,6,1972.09,11832.539999999999,Monitor Pro 6701,Electronics,1248.74,2040.4,7492.4400000000005,4340.0999999999985,36.67936047543468,8688,2022-07-03,Cancelled,Maham Shah,Multan,Pakistan,2022-07
1539,4040,6,1027.14,6162.84,Monitor Max 4040,Electronics,964.72,1090.92,5788.32,374.52000000000044,6.077068364585165,635,2025-11-08,Returned,Saad Khan,Islamabad,Pakistan,2025-11
1540,1733,6,1195.62,7173.719999999999,Programming Book Ultra 1733,Books,911.99,1342.63,5471.9400000000005,1701.7799999999988,23.72242016694266,968,2024-08-08,Returned,Hassan Ahmed,Sukkur,Pakistan,2024-08
1541,5653,6,1345.96,8075.76,Watch Ultra 5653,Fashion,837.07,1353.75,5022.42,3053.34,37.80870159588695,7464,2025-11-19,Cancelled,Sana Chaudhry,Faisalabad,Pakistan,2025-11
1542,7782,6,1305.5,7833.0,Jacket Ultra 7782,Fashion,1207.85,1491.95,7247.099999999999,585.9000000000005,7.479892761394109,6503,2022-11-08,Cancelled,Bilal Raza,Quetta,Pakistan,2022-11
1543,464,2,316.45,632.9,Perfume Pro 464,Beauty,224.21,319.75,448.42,184.47999999999996,29.148364670564064,6513,2022-11-14,Completed,Maham Ahmed,Multan,Pakistan,2022-11
1544,5787,7,1319.06,9233.42,Monitor Max 5787,Electronics,948.96,1467.49,6642.72,2590.7,28.057859384713353,5468,2022-01-09,Completed,Fatima Ahmed,New York,USA,2022-01
1545,4647,5,1838.61,9193.05,Microwave Premium 4647,Home,1217.44,1923.97,6087.200000000001,3105.8499999999985,33.78476131425369,8635,2024-05-04,Completed,Fatima Ali,Multan,Pakistan,2024-05
1546,9116,1,575.32,575.32,Programming Book Premium 9116,Books,414.77,602.11,414.77,160.55000000000007,27.906208718626164,6737,2023-12-02,Completed,Hassan Khan,Karachi,Pakistan,2023-12
1547,7456,4,1487.14,5948.56,Watch Basic 7456,Fashion,1230.93,1598.51,4923.72,1024.8400000000001,17.228371236063854,1903,2026-05-25,Returned,Ali Mirza,Doha,Qatar,2026-05
1548,8027,7,594.63,4162.41,Tennis Racket Basic 8027,Sports,481.68,660.66,3371.76,790.6499999999996,18.995005297411826,8028,2024-08-02,Pending,Fahad Memon,Doha,Qatar,2024-08
1549,7921,7,114.3,800.1,Laptop Premium 7921,Electronics,87.42,128.65,611.94,188.15999999999997,23.51706036745406,5452,2026-04-21,Completed,Ali Raza,Lahore,Pakistan,2026-04
1550,3579,7,1111.72,7782.04,Microwave Ultra 3579,Home,875.39,1214.67,6127.73,1654.3100000000004,21.25805058827763,1810,2023-03-21,Completed,Ayesha Ali,Rawalpindi,Pakistan,2023-03
1551,6118,5,247.04,1235.2,Tennis Racket Basic 6118,Sports,188.04,250.47,940.1999999999999,295.0000000000001,23.882772020725398,7131,2022-03-07,Completed,Saad Siddiqui,Doha,Qatar,2022-03
1552,2297,5,577.53,2887.6499999999996,Backpack Plus 2297,Fashion,477.75,643.55,2388.75,498.89999999999964,17.27702457015219,6772,2025-11-08,Completed,Ahmed Raza,Faisalabad,Pakistan,2025-11
1553,8321,1,1462.43,1462.43,Skin Cream Max 8321,Beauty,1377.73,1552.38,1377.73,84.70000000000005,5.791730202471232,2819,2022-01-12,Shipped,Bilal Siddiqui,Lahore,Pakistan,2022-01
1554,3341,5,1483.37,7416.849999999999,Programming Book Plus 3341,Books,1346.99,1720.52,6734.95,681.8999999999996,9.193930037684456,1857,2025-12-09,Cancelled,Danish Shah,Hyderabad,Pakistan,2025-12
1555,3453,3,1313.96,3941.88,Webcam Premium 3453,Electronics,977.75,1500.13,2933.25,1008.6300000000001,25.5875369113215,8897,2024-05-16,Completed,Sana Shah,Rawalpindi,Pakistan,2024-05
1556,7950,2,1204.7,2409.4,Air Conditioner Pro 7950,Home,1021.41,1413.74,2042.82,366.58000000000015,15.214576243048066,8570,2024-09-10,Completed,Hussain Buriro,Peshawar,Pakistan,2024-09
1557,879,5,52.34,261.70000000000005,Jeans Basic 879,Fashion,36.31,53.03,181.55,80.15000000000003,30.626671761559045,1979,2022-12-26,Completed,Zainab Buriro,Multan,Pakistan,2022-12
1558,8254,2,1133.21,2266.42,Running Shoes Basic 8254,Sports,790.84,1202.18,1581.68,684.74,30.21240546765383,6891,2023-04-01,Completed,Bilal Hussain,Rawalpindi,Pakistan,2023-04
1559,5162,5,1884.68,9423.4,Running Shoes Premium 5162,Sports,1241.19,1960.25,6205.950000000001,3217.449999999999,34.14319672305112,1183,2022-12-23,Completed,Maham Ali,Islamabad,Pakistan,2022-12
1560,125,4,1629.15,6516.6,Sneakers Basic 125,Fashion,1084.33,1700.25,4337.32,2179.2800000000007,33.44197894607618,9118,2025-06-07,Completed,Hassan Raza,Islamabad,Pakistan,2025-06
1561,9927,3,235.81,707.4300000000001,Business Book Ultra 9927,Books,250.42,276.44,751.26,-43.82999999999993,-6.195666002289968,2810,2024-02-27,Completed,Imran Ahmed,Sukkur,Pakistan,2024-02
1562,8606,3,47.01,141.03,Jacket Basic 8606,Fashion,40.91,51.07,122.72999999999999,18.30000000000001,12.975962561157209,1718,2022-06-21,Completed,Usman Hussain,Dubai,UAE,2022-06
1563,8906,3,1596.02,4788.0599999999995,Keyboard Basic 8906,Electronics,1119.6,1621.39,3358.7999999999997,1429.2599999999998,29.850503126527233,7977,2022-03-21,Completed,Danish Mirza,New York,USA,2022-03
1564,8775,6,204.87,1229.22,Jacket Pro 8775,Fashion,160.53,213.4,963.1800000000001,266.03999999999996,21.64299311758676,9603,2025-05-02,Completed,Usman Memon,Karachi,Pakistan,2025-05
1565,8763,2,871.5,1743.0,Mouse Max 8763,Electronics,576.07,911.82,1152.14,590.8599999999999,33.899024670109,7142,2025-02-08,Completed,Hamza Memon,Hyderabad,Pakistan,2025-02
1566,643,5,1265.42,6327.1,Shampoo Ultra 643,Beauty,1173.77,1341.75,5868.85,458.25,7.24265461269776,8968,2023-06-19,Pending,Ayesha Malik,Hyderabad,Pakistan,2023-06
1567,6059,3,135.68,407.04,Laptop Ultra 6059,Electronics,99.62,151.79,298.86,108.18,26.577240566037734,8912,2023-08-18,Cancelled,Bilal Sheikh,Rawalpindi,Pakistan,2023-08
1568,5397,5,668.58,3342.9,Tablet Ultra 5397,Electronics,505.36,739.26,2526.8,816.0999999999999,24.412934876903282,2942,2025-09-18,Completed,Danish Shah,Multan,Pakistan,2025-09
1569,9541,1,271.97,271.97,Novel Basic 9541,Books,247.57,319.91,247.57,24.400000000000034,8.971577747545696,6168,2022-05-04,Returned,Sara Siddiqui,Sukkur,Pakistan,2022-05
1570,2849,7,911.94,6383.58,Programming Book Ultra 2849,Books,806.28,958.42,5643.96,739.6199999999999,11.586288571616551,6895,2026-06-21,Pending,Usman Ahmed,Doha,Qatar,2026-06
1571,5594,3,809.36,2428.08,Data Science Book Premium 5594,Books,625.27,910.44,1875.81,552.27,22.745131956113475,9182,2025-12-09,Cancelled,Maryam Ali,Toronto,Canada,2025-12
1572,2347,2,404.14,808.28,Coffee Maker Ultra 2347,Home,354.17,446.9,708.34,99.93999999999994,12.364527144058982,5406,2022-08-14,Completed,Omar Memon,Dubai,UAE,2022-08
1573,4359,2,683.23,1366.46,Perfume Basic 4359,Beauty,488.88,792.06,977.76,388.70000000000005,28.445764969336828,5433,2024-06-07,Shipped,Danish Hussain,Karachi,Pakistan,2024-06
1574,1785,6,203.28,1219.68,Skin Cream Plus 1785,Beauty,140.49,207.15,842.94,376.74,30.888429752066116,8171,2024-08-15,Completed,Danish Iqbal,Faisalabad,Pakistan,2024-08
1575,6587,2,1214.44,2428.88,Blender Premium 6587,Home,1005.47,1386.32,2010.94,417.94000000000005,17.207107802773297,9184,2026-03-31,Cancelled,Sara Iqbal,Doha,Qatar,2026-03
1576,1153,2,386.72,773.44,Vacuum Cleaner Basic 1153,Home,343.7,421.83,687.4,86.04000000000008,11.124327678940844,646,2024-10-08,Completed,Usman Mirza,Rawalpindi,Pakistan,2024-10
1577,5540,2,481.29,962.58,Air Purifier Max 5540,Home,453.15,532.29,906.3,56.280000000000086,5.846786760580947,8702,2022-01-08,Shipped,Usman Raza,Karachi,Pakistan,2022-01
1578,6607,3,454.24,1362.72,Backpack Pro 6607,Fashion,441.29,515.86,1323.8700000000001,38.84999999999991,2.850915815427961,3914,2023-04-28,Shipped,Bilal Qureshi,London,UK,2023-04
1579,6981,2,1526.31,3052.62,Programming Book Pro 6981,Books,1268.09,1561.94,2536.18,516.44,16.91792624040988,4735,2024-09-17,Shipped,Fahad Chaudhry,London,UK,2024-09
1580,1437,5,1479.27,7396.35,Dumbbells Ultra 1437,Sports,1205.05,1665.08,6025.25,1371.1000000000004,18.537521885795023,4318,2023-09-27,Completed,Danish Buriro,Lahore,Pakistan,2023-09
1581,3777,4,1490.4,5961.6,Vacuum Cleaner Plus 3777,Home,1092.0,1660.8,4368.0,1593.6000000000004,26.73107890499195,65,2024-03-06,Completed,Sana Hussain,Toronto,Canada,2024-03
1582,4140,1,1462.7,1462.7,Yoga Mat Max 4140,Sports,1053.59,1501.67,1053.59,409.1100000000001,27.969508443289815,5732,2026-05-14,Completed,Sana Chaudhry,Toronto,Canada,2026-05
1583,9734,5,1735.82,8679.1,Perfume Ultra 9734,Beauty,1355.15,1902.15,6775.75,1903.3500000000004,21.930269267550788,9858,2026-05-07,Completed,Usman Hussain,Faisalabad,Pakistan,2026-05
1584,2554,7,1289.68,9027.76,Sneakers Ultra 2554,Fashion,1215.68,1379.16,8509.76,518.0,5.7378574530116,7168,2023-04-01,Completed,Hira Ahmed,Sukkur,Pakistan,2023-04
1585,9425,7,589.5,4126.5,Face Wash Max 9425,Beauty,388.12,610.42,2716.84,1409.6599999999999,34.16115351993214,4971,2022-10-27,Shipped,Sana Hussain,Toronto,Canada,2022-10
1586,2471,3,454.61,1363.83,Running Shoes Plus 2471,Sports,367.42,503.46,1102.26,261.56999999999994,19.179076571126895,230,2026-06-06,Completed,Danish Ali,Karachi,Pakistan,2026-06
1587,8030,4,1634.17,6536.68,T-Shirt Plus 8030,Fashion,1160.29,1780.1,4641.16,1895.5200000000004,28.998207040883145,7410,2024-07-13,Completed,Zainab Shah,Lahore,Pakistan,2024-07
1588,7564,4,211.03,844.12,Running Shoes Basic 7564,Sports,192.1,234.67,768.4,75.72000000000003,8.97028858456144,6686,2024-09-29,Completed,Hamza Qureshi,Karachi,Pakistan,2024-09
1589,345,1,456.98,456.98,Jeans Max 345,Fashion,428.19,529.3,428.19,28.79000000000002,6.300056895268943,4523,2022-10-19,Completed,Saad Buriro,Sukkur,Pakistan,2022-10
1590,6098,4,2145.45,8581.8,Skin Cream Ultra 6098,Beauty,1402.8,2252.91,5611.2,2970.5999999999995,34.61511570999091,3653,2024-12-26,Shipped,Imran Malik,Toronto,Canada,2024-12
1591,2634,3,1571.38,4714.14,Programming Book Max 2634,Books,1178.86,1735.21,3536.58,1177.5600000000004,24.97931754254223,3621,2025-12-26,Shipped,Zainab Hussain,Quetta,Pakistan,2025-12
1592,362,7,1606.01,11242.07,Marketing Book Ultra 362,Books,1258.92,1871.41,8812.44,2429.629999999999,21.611945131101294,2152,2022-08-18,Pending,Hassan Khan,Hyderabad,Pakistan,2022-08
1593,9354,4,1280.6,5122.4,Business Book Ultra 9354,Books,834.57,1289.03,3338.28,1784.1199999999994,34.829767296579725,3583,2023-07-22,Completed,Maryam Siddiqui,Doha,Qatar,2023-07
1594,7600,3,27.62,82.86,Programming Book Ultra 7600,Books,19.51,30.11,58.53,24.33,29.362780593772627,1616,2023-11-26,Completed,Danish Shah,Hyderabad,Pakistan,2023-11
1595,8114,6,1560.26,9361.56,Yoga Mat Premium 8114,Sports,1323.11,1830.21,7938.66,1422.8999999999996,15.199389845282193,3554,2024-02-02,Completed,Hassan Sheikh,Karachi,Pakistan,2024-02
1596,6383,2,139.8,279.6,Marketing Book Basic 6383,Books,119.91,154.63,239.82,39.78000000000003,14.227467811158808,9352,2023-01-15,Completed,Ayesha Sheikh,Lahore,Pakistan,2023-01
1597,2531,2,504.71,1009.42,Laptop Ultra 2531,Electronics,461.25,525.4,922.5,86.91999999999996,8.610885458976439,5795,2025-03-10,Completed,Fahad Buriro,Lahore,Pakistan,2025-03
1598,6329,5,586.01,2930.05,Programming Book Basic 6329,Books,541.29,658.5,2706.45,223.60000000000036,7.631269090971156,5813,2023-01-10,Completed,Maryam Memon,Hyderabad,Pakistan,2023-01
1599,5722,6,1117.57,6705.42,Coffee Maker Ultra 5722,Home,796.46,1307.73,4778.76,1926.6599999999999,28.7328757930152,8078,2023-04-04,Completed,Danish Shah,New York,USA,2023-04
1600,6667,6,1787.91,10727.460000000001,Microwave Max 6667,Home,1351.59,1790.99,8109.539999999999,2617.920000000002,24.40391294863837,8771,2024-07-23,Completed,Saad Ali,Multan,Pakistan,2024-07
1601,270,6,558.56,3351.3599999999997,Shampoo Max 270,Beauty,396.2,592.31,2377.2,974.1599999999999,29.067602406187337,5691,2022-07-24,Shipped,Bilal Raza,Peshawar,Pakistan,2022-07
1602,4990,5,1432.42,7162.1,Vacuum Cleaner Premium 4990,Home,959.9,1549.35,4799.5,2362.6000000000004,32.987531589896825,3615,2025-11-30,Returned,Imran Hussain,Lahore,Pakistan,2025-11
1603,8289,6,1246.7,7480.200000000001,Running Shoes Basic 8289,Sports,981.79,1288.34,5890.74,1589.460000000001,21.248897088313157,5260,2024-01-27,Completed,Zainab Ahmed,London,UK,2024-01
1604,4226,6,231.59,1389.54,Fan Plus 4226,Home,171.4,258.76,1028.4,361.1399999999999,25.98989593678483,8683,2026-06-22,Completed,Maryam Buriro,Dubai,UAE,2026-06
1605,4943,5,1052.9,5264.5,Skin Cream Max 4943,Beauty,762.06,1113.41,3810.2999999999997,1454.2000000000003,27.62275619716973,3067,2023-09-17,Completed,Imran Siddiqui,London,UK,2023-09
1606,9056,4,1630.81,6523.24,Cricket Bat Pro 9056,Sports,1332.48,1907.09,5329.92,1193.3199999999997,18.29336342063146,9809,2022-01-26,Completed,Ali Siddiqui,Toronto,Canada,2022-01
1607,4905,2,1618.17,3236.34,Fan Ultra 4905,Home,1357.81,1810.8,2715.62,520.7200000000003,16.08978043098068,4629,2023-08-24,Pending,Fatima Ahmed,Quetta,Pakistan,2023-08
1608,4707,6,560.13,3360.7799999999997,Smartphone Ultra 4707,Electronics,587.48,653.89,3524.88,-164.10000000000036,-4.88279506543125,7285,2024-11-25,Completed,Hassan Chaudhry,Karachi,Pakistan,2024-11
1609,1398,5,69.01,345.05,Hair Dryer Premium 1398,Beauty,51.07,78.21,255.35,89.70000000000002,25.9962324300826,1798,2022-01-13,Shipped,Usman Malik,Karachi,Pakistan,2022-01
1610,4393,2,870.45,1740.9,Programming Book Premium 4393,Books,668.13,891.83,1336.26,404.6400000000001,23.243150094778567,9850,2024-03-27,Completed,Ali Khan,Lahore,Pakistan,2024-03
1611,341,2,864.3,1728.6,Tablet Max 341,Electronics,781.43,953.76,1562.86,165.74,9.58810598171931,7447,2025-08-13,Completed,Maham Hussain,Sukkur,Pakistan,2025-08
1612,8383,7,1013.66,7095.62,Novel Premium 8383,Books,834.7,1175.07,5842.900000000001,1252.7199999999993,17.65483495452123,8951,2026-02-18,Shipped,Usman Malik,Karachi,Pakistan,2026-02
