customer_id,customer_name,total_orders,total_quantity,total_revenue,total_cost,total_profit,first_purchase,last_purchase,average_order_value,customer_lifespan_days,profit_margin,customer_lifetime_value,customer_segment
7729,Imran Hussain,1,6,10284.24,7054.86,3229.38,2023-12-17,2023-12-17,10284.24,0,31.4,10284.24,VIP
9226,Saad Mirza,1,6,10282.38,7304.64,2977.74,2024-01-03,2024-01-03,10282.38,0,28.96,10282.38,VIP
727,Ahmed Shah,1,6,10281.18,8935.32,1345.86,2023-03-04,2023-03-04,10281.18,0,13.09,10281.18,VIP
6540,Imran Buriro,1,6,10280.46,8983.86,1296.6,2026-06-04,2026-06-04,10280.46,0,12.61,10280.46,VIP
502,Sana Chaudhry,2,10,10278.66,8445.98,1832.68,2025-10-30,2026-02-28,5139.33,121,17.83,10278.66,VIP
2751,Imran Shah,2,10,10271.75,7388.9,2882.85,2024-09-07,2025-01-19,5135.88,134,28.07,10271.75,VIP
5119,Imran Khan,2,6,10271.36,7290.48,2980.88,2024-01-17,2024-10-11,5135.68,268,29.02,10271.36,VIP
1489,Fatima Chaudhry,4,15,10269.37,7665.86,2603.51,2023-08-13,2025-10-28,2567.34,807,25.35,10269.37,VIP
2273,Ayesha Buriro,2,9,10268.87,7963.46,2305.41,2024-01-27,2025-11-10,5134.43,653,22.45,10268.87,VIP
6145,Bilal Hussain,3,18,10259.31,7317.5,2941.81,2023-04-13,2026-02-19,3419.77,1043,28.67,10259.31,VIP
8119,Usman Qureshi,3,16,10255.28,8055.35,2199.93,2023-09-29,2025-12-08,3418.43,801,21.45,10255.28,VIP
8670,Usman Chaudhry,2,13,10254.96,8203.92,2051.04,2024-07-26,2026-07-07,5127.48,711,20.0,10254.96,VIP
2702,Hira Sheikh,4,12,10254.65,8722.01,1532.64,2023-08-21,2025-06-11,2563.66,660,14.95,10254.65,VIP
9920,Maham Chaudhry,3,12,10254.14,7351.56,2902.58,2022-01-18,2023-10-25,3418.05,645,28.31,10254.14,VIP
9625,Sara Buriro,3,7,10254.06,8080.92,2173.14,2022-06-08,2023-07-16,3418.02,403,21.19,10254.06,VIP
4554,Fatima Memon,1,7,10245.34,8350.02,1895.32,2022-10-22,2022-10-22,10245.34,0,18.5,10245.34,VIP
1990,Zainab Ahmed,3,7,10242.34,6820.36,3421.98,2022-01-06,2023-09-10,3414.11,612,33.41,10242.34,VIP
4655,Hira Siddiqui,3,13,10238.83,7153.01,3085.82,2022-12-29,2026-04-25,3412.94,1213,30.14,10238.83,VIP
1867,Ayesha Chaudhry,1,7,10232.46,7919.38,2313.08,2025-02-23,2025-02-23,10232.46,0,22.61,10232.46,VIP
4088,Ali Hussain,1,6,10231.38,8583.66,1647.72,2025-10-26,2025-10-26,10231.38,0,16.1,10231.38,VIP
9389,Usman Shah,1,7,10226.86,9365.51,861.35,2022-12-05,2022-12-05,10226.86,0,8.42,10226.86,VIP
2083,Sara Memon,2,5,10224.71,7271.56,2953.15,2024-12-24,2026-01-24,5112.35,396,28.88,10224.71,VIP
2715,Ali Mirza,2,12,10223.6,7980.85,2242.75,2026-02-27,2026-05-13,5111.8,75,21.94,10223.6,VIP
6661,Ayesha Malik,1,5,10221.65,7462.2,2759.45,2024-03-27,2024-03-27,10221.65,0,27.0,10221.65,VIP
3528,Imran Ahmed,1,7,10217.76,7225.61,2992.15,2022-08-05,2022-08-05,10217.76,0,29.28,10217.76,VIP
5878,Ayesha Ahmed,1,5,10211.35,7462.2,2749.15,2022-09-20,2022-09-20,10211.35,0,26.92,10211.35,VIP
888,Maham Ali,1,6,10209.66,8916.48,1293.18,2023-03-30,2023-03-30,10209.66,0,12.67,10209.66,VIP
8967,Imran Sheikh,2,8,10205.64,7572.64,2633.0,2022-07-23,2023-11-17,5102.82,482,25.8,10205.64,VIP
3051,Usman Chaudhry,2,12,10203.79,7421.3,2782.49,2024-03-25,2026-02-16,5101.9,693,27.27,10203.79,VIP
896,Sana Chaudhry,2,8,10197.91,7107.76,3090.15,2022-02-28,2023-02-04,5098.96,341,30.3,10197.91,VIP
5849,Sara Ali,2,6,10193.65,7800.18,2393.47,2022-09-08,2025-05-11,5096.82,976,23.48,10193.65,VIP
7574,Usman Qureshi,2,6,10193.62,8015.21,2178.41,2022-12-26,2026-05-26,5096.81,1247,21.37,10193.62,VIP
5918,Fahad Buriro,2,7,10187.3,7471.9,2715.4,2022-05-24,2023-02-11,5093.65,263,26.65,10187.3,VIP
6157,Zainab Siddiqui,2,14,10176.67,8448.65,1728.02,2025-05-27,2025-10-17,5088.34,143,16.98,10176.67,VIP
182,Usman Chaudhry,3,11,10172.52,8290.79,1881.73,2022-09-20,2026-02-24,3390.84,1253,18.5,10172.52,VIP
803,Hassan Chaudhry,2,10,10170.64,8560.44,1610.2,2024-09-06,2026-06-14,5085.32,646,15.83,10170.64,VIP
4373,Ayesha Sheikh,2,8,10162.67,7545.72,2616.95,2023-12-26,2025-11-12,5081.34,687,25.75,10162.67,VIP
5660,Maham Buriro,1,6,10154.94,7208.46,2946.48,2022-06-16,2022-06-16,10154.94,0,29.02,10154.94,VIP
2917,Danish Shah,1,7,10143.84,6718.32,3425.52,2024-08-26,2024-08-26,10143.84,0,33.77,10143.84,VIP
254,Zainab Shah,5,18,10143.75,8636.95,1506.8,2022-04-10,2026-01-10,2028.75,1371,14.85,10143.75,VIP
8223,Hamza Malik,3,8,10135.5,6560.64,3574.86,2022-07-30,2025-11-22,3378.5,1211,35.27,10135.5,VIP
6140,Hussain Siddiqui,2,14,10135.3,9262.4,872.9,2022-06-04,2023-08-14,5067.65,436,8.61,10135.3,VIP
6045,Maham Sheikh,1,6,10130.52,7687.44,2443.08,2026-05-13,2026-05-13,10130.52,0,24.12,10130.52,VIP
2415,Imran Sheikh,2,6,10122.03,7377.61,2744.42,2022-07-06,2023-10-09,5061.01,460,27.11,10122.03,VIP
9869,Hamza Ahmed,1,5,10121.0,7309.45,2811.55,2024-06-23,2024-06-23,10121.0,0,27.78,10121.0,VIP
2195,Hamza Raza,2,9,10118.53,7420.03,2698.5,2023-02-22,2025-04-07,5059.26,775,26.67,10118.53,VIP
4300,Bilal Memon,4,14,10117.73,8013.1,2104.63,2022-07-24,2025-12-09,2529.43,1234,20.8,10117.73,VIP
7269,Omar Chaudhry,2,8,10113.62,9238.5,875.12,2023-06-05,2025-05-30,5056.81,725,8.65,10113.62,VIP
3551,Fatima Mirza,2,10,10111.8,6800.35,3311.45,2023-07-26,2024-01-06,5055.9,164,32.75,10111.8,VIP
1,Ahmed Buriro,2,11,10107.67,8536.12,1571.55,2023-01-07,2023-11-25,5053.84,322,15.55,10107.67,VIP
2062,Saad Shah,2,10,10101.55,6802.25,3299.3,2025-12-09,2026-02-02,5050.78,55,32.66,10101.55,VIP
425,Danish Hussain,2,8,10098.48,6762.16,3336.32,2023-04-12,2026-06-02,5049.24,1147,33.04,10098.48,VIP
2698,Zainab Khan,2,12,10097.69,8913.19,1184.5,2024-01-28,2024-02-23,5048.84,26,11.73,10097.69,VIP
8934,Zainab Iqbal,2,12,10096.8,8241.66,1855.14,2022-08-31,2023-09-28,5048.4,393,18.37,10096.8,VIP
136,Bilal Khan,2,9,10090.52,7814.6,2275.92,2025-08-27,2025-12-08,5045.26,103,22.56,10090.52,VIP
7192,Fatima Malik,1,6,10090.38,8097.66,1992.72,2025-07-11,2025-07-11,10090.38,0,19.75,10090.38,VIP
1989,Maryam Iqbal,2,10,10089.65,7368.39,2721.26,2022-02-08,2022-05-10,5044.82,91,26.97,10089.65,VIP
5853,Hassan Khan,3,8,10089.37,7602.5,2486.87,2022-05-28,2024-06-15,3363.12,749,24.65,10089.37,VIP
7582,Hira Mirza,2,9,10083.42,7977.15,2106.27,2023-11-02,2024-11-13,5041.71,377,20.89,10083.42,VIP
2313,Omar Qureshi,1,6,10083.0,7708.98,2374.02,2025-03-10,2025-03-10,10083.0,0,23.54,10083.0,VIP
7801,Saad Ahmed,3,17,10074.12,7988.72,2085.4,2022-06-27,2025-06-01,3358.04,1070,20.7,10074.12,VIP
907,Hira Sheikh,1,5,10073.75,7059.3,3014.45,2023-09-26,2023-09-26,10073.75,0,29.92,10073.75,VIP
8162,Sana Raza,1,7,10065.23,8600.55,1464.68,2023-07-15,2023-07-15,10065.23,0,14.55,10065.23,VIP
7553,Hira Malik,2,8,10057.02,9052.92,1004.1,2022-02-18,2023-10-15,5028.51,604,9.98,10057.02,VIP
3752,Sara Sheikh,2,9,10055.28,7390.01,2665.27,2022-03-31,2024-02-09,5027.64,680,26.51,10055.28,VIP
2055,Zainab Malik,2,9,10053.57,7022.79,3030.78,2024-03-31,2026-03-16,5026.78,715,30.15,10053.57,VIP
4071,Maham Qureshi,1,6,10052.88,8013.3,2039.58,2025-12-08,2025-12-08,10052.88,0,20.29,10052.88,VIP
5202,Hira Ahmed,1,5,10052.75,7049.2,3003.55,2025-11-12,2025-11-12,10052.75,0,29.88,10052.75,VIP
9523,Fahad Khan,2,14,10051.93,7693.07,2358.86,2023-08-31,2026-06-06,5025.96,1010,23.47,10051.93,VIP
7376,Hira Ahmed,1,7,10050.46,9709.42,341.04,2022-02-11,2022-02-11,10050.46,0,3.39,10050.46,VIP
8608,Ali Buriro,3,8,10045.21,6858.07,3187.14,2022-09-30,2025-12-04,3348.4,1161,31.73,10045.21,VIP
5710,Maryam Hussain,3,13,10042.01,7396.66,2645.35,2024-09-29,2025-06-05,3347.34,249,26.34,10042.01,VIP
1193,Hussain Chaudhry,1,7,10031.7,10074.47,-42.77,2023-11-03,2023-11-03,10031.7,0,-0.43,10031.7,VIP
5752,Maham Qureshi,1,7,10028.27,7515.62,2512.65,2026-02-24,2026-02-24,10028.27,0,25.06,10028.27,VIP
3866,Sana Malik,1,5,10024.65,6804.85,3219.8,2023-09-17,2023-09-17,10024.65,0,32.12,10024.65,VIP
1463,Ayesha Ahmed,3,19,10010.69,8284.54,1726.15,2023-09-10,2025-09-09,3336.9,730,17.24,10010.69,VIP
6492,Hira Hussain,1,6,10007.1,8397.6,1609.5,2025-12-14,2025-12-14,10007.1,0,16.08,10007.1,VIP
8783,Sana Iqbal,1,7,10004.33,7541.8,2462.53,2022-06-27,2022-06-27,10004.33,0,24.61,10004.33,VIP
9307,Zainab Mirza,2,8,10003.37,6858.44,3144.93,2024-07-09,2025-07-31,5001.69,387,31.44,10003.37,VIP
6327,Danish Mirza,2,13,9999.26,9069.83,929.43,2025-02-25,2025-10-11,4999.63,228,9.29,9999.26,High Value
6094,Hassan Hussain,1,7,9994.04,7740.11,2253.93,2025-09-15,2025-09-15,9994.04,0,22.55,9994.04,High Value
1472,Maham Ahmed,1,7,9988.16,8467.76,1520.4,2025-11-27,2025-11-27,9988.16,0,15.22,9988.16,High Value
8383,Bilal Ali,2,7,9988.04,8338.62,1649.42,2025-09-06,2025-10-05,4994.02,29,16.51,9988.04,High Value
2190,Hussain Chaudhry,1,7,9976.19,7975.52,2000.67,2026-03-09,2026-03-09,9976.19,0,20.05,9976.19,High Value
6634,Maryam Raza,3,7,9974.64,7772.74,2201.9,2024-01-14,2025-12-15,3324.88,701,22.07,9974.64,High Value
1790,Fahad Ali,3,14,9974.34,9802.77,171.57,2022-10-18,2024-08-12,3324.78,664,1.72,9974.34,High Value
3877,Usman Khan,1,5,9972.55,7481.75,2490.8,2024-05-06,2024-05-06,9972.55,0,24.98,9972.55,High Value
3708,Usman Memon,1,7,9971.43,9051.28,920.15,2023-10-02,2023-10-02,9971.43,0,9.23,9971.43,High Value
9355,Usman Memon,1,7,9971.43,6545.42,3426.01,2026-05-19,2026-05-19,9971.43,0,34.36,9971.43,High Value
5409,Maham Shah,2,8,9968.76,6409.4,3559.36,2024-12-03,2025-04-11,4984.38,129,35.71,9968.76,High Value
7290,Fahad Ahmed,2,8,9968.7,8650.76,1317.94,2022-06-03,2025-01-11,4984.35,953,13.22,9968.7,High Value
2764,Sana Malik,2,5,9963.11,6618.77,3344.34,2023-10-18,2026-06-15,4981.56,971,33.57,9963.11,High Value
3134,Hira Khan,1,6,9953.52,8830.68,1122.84,2025-10-13,2025-10-13,9953.52,0,11.28,9953.52,High Value
2825,Saad Iqbal,3,14,9952.36,7644.26,2308.1,2023-04-11,2024-09-19,3317.45,527,23.19,9952.36,High Value
760,Fatima Siddiqui,2,8,9947.32,7060.26,2887.06,2023-06-07,2025-07-23,4973.66,777,29.02,9947.32,High Value
1802,Hussain Hussain,4,13,9946.2,6669.41,3276.79,2022-11-28,2025-04-17,2486.55,871,32.95,9946.2,High Value
7326,Zainab Qureshi,2,9,9944.92,9255.09,689.83,2023-07-21,2025-04-19,4972.46,638,6.94,9944.92,High Value
5657,Sara Chaudhry,4,12,9936.33,8711.4,1224.93,2022-01-24,2025-10-12,2484.08,1357,12.33,9936.33,High Value
5271,Fatima Iqbal,1,7,9932.37,8839.53,1092.84,2025-04-29,2025-04-29,9932.37,0,11.0,9932.37,High Value
7665,Fatima Ahmed,3,10,9930.89,7566.77,2364.12,2022-05-15,2026-04-11,3310.3,1427,23.81,9930.89,High Value
9265,Omar Ahmed,1,7,9928.38,6987.4,2940.98,2023-11-24,2023-11-24,9928.38,0,29.62,9928.38,High Value
7495,Ali Chaudhry,2,11,9923.88,7921.43,2002.45,2025-04-27,2026-01-27,4961.94,275,20.18,9923.88,High Value
7629,Saad Khan,1,6,9920.28,8148.0,1772.28,2024-02-14,2024-02-14,9920.28,0,17.87,9920.28,High Value
3525,Maham Sheikh,2,9,9914.5,6521.33,3393.17,2025-01-25,2025-12-23,4957.25,332,34.22,9914.5,High Value
3186,Saad Ali,2,11,9912.67,8578.57,1334.1,2025-12-24,2026-05-12,4956.34,139,13.46,9912.67,High Value
4569,Maryam Raza,1,6,9905.82,8676.0,1229.82,2025-03-04,2025-03-04,9905.82,0,12.42,9905.82,High Value
5145,Bilal Malik,2,11,9904.81,7701.04,2203.77,2023-11-04,2024-02-15,4952.41,103,22.25,9904.81,High Value
115,Zainab Ahmed,1,6,9894.6,7105.62,2788.98,2025-08-10,2025-08-10,9894.6,0,28.19,9894.6,High Value
8052,Omar Buriro,3,10,9890.68,7133.29,2757.39,2022-01-05,2024-05-19,3296.89,865,27.88,9890.68,High Value
6004,Sana Ahmed,2,8,9889.6,8460.6,1429.0,2024-02-11,2024-09-01,4944.8,203,14.45,9889.6,High Value
8683,Maryam Buriro,2,13,9884.53,7949.16,1935.37,2022-09-20,2026-06-22,4942.26,1371,19.58,9884.53,High Value
3207,Ahmed Khan,1,7,9875.53,7607.11,2268.42,2022-08-27,2022-08-27,9875.53,0,22.97,9875.53,High Value
9919,Omar Ali,2,12,9870.06,7499.15,2370.91,2025-07-21,2025-09-19,4935.03,60,24.02,9870.06,High Value
2188,Hamza Raza,1,7,9866.85,9129.68,737.17,2023-12-16,2023-12-16,9866.85,0,7.47,9866.85,High Value
1768,Ahmed Ali,3,8,9861.65,8078.82,1782.83,2022-07-26,2026-02-26,3287.22,1311,18.08,9861.65,High Value
7401,Imran Raza,2,5,9860.99,7319.22,2541.77,2022-03-19,2025-12-20,4930.5,1372,25.78,9860.99,High Value
168,Fatima Mirza,2,8,9858.35,7691.2,2167.15,2025-10-24,2026-05-20,4929.18,208,21.98,9858.35,High Value
2710,Sana Hussain,3,13,9851.59,8409.07,1442.52,2022-06-22,2023-07-19,3283.86,392,14.64,9851.59,High Value
4000,Hassan Ahmed,3,14,9851.08,6953.88,2897.2,2022-04-10,2024-12-19,3283.69,984,29.41,9851.08,High Value
8543,Bilal Malik,1,7,9845.57,8857.17,988.4,2024-03-13,2024-03-13,9845.57,0,10.04,9845.57,High Value
1761,Danish Malik,1,6,9843.18,7442.04,2401.14,2023-03-29,2023-03-29,9843.18,0,24.39,9843.18,High Value
3251,Hassan Iqbal,2,8,9834.92,8110.54,1724.38,2023-10-05,2025-04-30,4917.46,573,17.53,9834.92,High Value
5580,Sara Buriro,1,7,9826.04,6354.95,3471.09,2025-06-05,2025-06-05,9826.04,0,35.33,9826.04,High Value
7431,Imran Mirza,1,6,9818.22,8253.66,1564.56,2022-08-10,2022-08-10,9818.22,0,15.94,9818.22,High Value
9403,Ayesha Sheikh,1,6,9798.18,8515.02,1283.16,2023-06-28,2023-06-28,9798.18,0,13.1,9798.18,High Value
4222,Hamza Khan,2,9,9795.63,8590.11,1205.52,2022-05-30,2025-03-25,4897.82,1030,12.31,9795.63,High Value
3,Ayesha Mirza,1,7,9789.92,6825.42,2964.5,2025-03-26,2025-03-26,9789.92,0,30.28,9789.92,High Value
4372,Fahad Ali,1,7,9786.63,8340.71,1445.92,2023-02-13,2023-02-13,9786.63,0,14.77,9786.63,High Value
8384,Danish Malik,1,5,9786.4,6795.6,2990.8,2024-08-18,2024-08-18,9786.4,0,30.56,9786.4,High Value
7296,Maryam Iqbal,2,9,9782.95,8184.5,1598.45,2024-08-02,2024-09-26,4891.48,55,16.34,9782.95,High Value
2096,Ayesha Qureshi,2,9,9782.74,8157.86,1624.88,2023-08-15,2025-11-09,4891.37,817,16.61,9782.74,High Value
4023,Ayesha Malik,3,11,9779.26,7018.08,2761.18,2022-11-29,2026-06-29,3259.75,1308,28.24,9779.26,High Value
1425,Bilal Qureshi,2,7,9778.64,7078.31,2700.33,2024-01-13,2026-01-14,4889.32,732,27.61,9778.64,High Value
8582,Hassan Qureshi,1,6,9776.88,6397.5,3379.38,2025-08-10,2025-08-10,9776.88,0,34.57,9776.88,High Value
7385,Zainab Ali,1,6,9768.9,7691.88,2077.02,2025-06-17,2025-06-17,9768.9,0,21.26,9768.9,High Value
3747,Usman Shah,1,7,9766.33,6708.38,3057.95,2023-06-02,2023-06-02,9766.33,0,31.31,9766.33,High Value
5205,Omar Ahmed,2,9,9764.84,7845.59,1919.25,2022-01-14,2025-05-01,4882.42,1203,19.65,9764.84,High Value
9958,Usman Ahmed,2,9,9764.76,6709.41,3055.35,2026-04-10,2026-07-11,4882.38,92,31.29,9764.76,High Value
602,Saad Buriro,4,20,9759.74,7352.55,2407.19,2022-09-16,2024-06-26,2439.94,649,24.66,9759.74,High Value
1791,Fahad Buriro,1,5,9759.55,5987.55,3772.0,2025-03-10,2025-03-10,9759.55,0,38.65,9759.55,High Value
9608,Hussain Sheikh,1,5,9759.45,6439.3,3320.15,2024-09-30,2024-09-30,9759.45,0,34.02,9759.45,High Value
5177,Usman Ahmed,2,8,9751.89,7512.72,2239.17,2025-09-13,2026-06-11,4875.95,271,22.96,9751.89,High Value
6605,Danish Memon,3,9,9746.94,7310.01,2436.93,2023-10-24,2025-12-07,3248.98,775,25.0,9746.94,High Value
6723,Omar Siddiqui,2,9,9745.47,7380.3,2365.17,2022-01-08,2022-09-03,4872.73,238,24.27,9745.47,High Value
2574,Fatima Mirza,1,6,9741.0,7585.92,2155.08,2025-11-25,2025-11-25,9741.0,0,22.12,9741.0,High Value
3984,Usman Shah,5,12,9738.36,6901.3,2837.06,2022-02-07,2025-11-22,1947.67,1384,29.13,9738.36,High Value
8301,Saad Memon,1,5,9738.05,6992.1,2745.95,2025-07-09,2025-07-09,9738.05,0,28.2,9738.05,High Value
537,Maham Sheikh,3,8,9735.76,7892.56,1843.2,2022-04-01,2026-04-28,3245.25,1488,18.93,9735.76,High Value
8154,Zainab Chaudhry,1,7,9728.18,9467.78,260.4,2023-12-25,2023-12-25,9728.18,0,2.68,9728.18,High Value
7776,Fahad Siddiqui,2,9,9708.08,8506.17,1201.91,2025-10-09,2026-02-28,4854.04,142,12.38,9708.08,High Value
4452,Sana Iqbal,2,9,9696.93,6932.82,2764.11,2025-12-22,2026-03-21,4848.46,89,28.51,9696.93,High Value
6904,Danish Malik,2,9,9690.5,7215.86,2474.64,2024-07-10,2026-06-14,4845.25,704,25.54,9690.5,High Value
352,Hussain Ahmed,4,15,9689.79,7237.11,2452.68,2022-02-01,2024-04-04,2422.45,793,25.31,9689.79,High Value
9031,Omar Qureshi,3,10,9685.49,7839.35,1846.14,2024-02-23,2026-05-18,3228.5,815,19.06,9685.49,High Value
6590,Hamza Sheikh,3,8,9679.32,8558.35,1120.97,2024-03-07,2025-12-12,3226.44,645,11.58,9679.32,High Value
2596,Sara Chaudhry,1,7,9673.79,9151.03,522.76,2024-12-19,2024-12-19,9673.79,0,5.4,9673.79,High Value
3459,Ali Khan,2,6,9668.99,7516.4,2152.59,2022-10-23,2024-07-28,4834.5,644,22.26,9668.99,High Value
39,Hamza Shah,2,9,9668.38,6698.2,2970.18,2023-11-27,2024-12-08,4834.19,377,30.72,9668.38,High Value
5371,Sana Ahmed,4,12,9663.07,8369.5,1293.57,2024-09-23,2026-07-31,2415.77,676,13.39,9663.07,High Value
2749,Maham Sheikh,2,7,9658.33,7831.06,1827.27,2022-04-16,2023-07-04,4829.16,444,18.92,9658.33,High Value
7177,Omar Ali,2,12,9656.15,8453.1,1203.05,2024-02-24,2025-03-08,4828.08,378,12.46,9656.15,High Value
9130,Usman Hussain,2,9,9655.04,7317.11,2337.93,2024-02-13,2024-05-29,4827.52,106,24.21,9655.04,High Value
7012,Imran Iqbal,1,7,9653.56,8619.52,1034.04,2026-02-08,2026-02-08,9653.56,0,10.71,9653.56,High Value
5852,Danish Mirza,2,11,9653.22,8330.28,1322.94,2022-03-19,2023-05-25,4826.61,432,13.7,9653.22,High Value
5292,Maryam Siddiqui,1,6,9651.0,6156.24,3494.76,2023-03-28,2023-03-28,9651.0,0,36.21,9651.0,High Value
3599,Hamza Iqbal,2,8,9650.46,7805.26,1845.2,2023-07-10,2024-09-27,4825.23,445,19.12,9650.46,High Value
3512,Maryam Memon,2,10,9647.7,7462.58,2185.12,2024-06-13,2024-06-16,4823.85,3,22.65,9647.7,High Value
2971,Bilal Sheikh,2,13,9644.31,6793.57,2850.74,2022-10-28,2024-06-09,4822.16,590,29.56,9644.31,High Value
4141,Maryam Qureshi,2,11,9642.94,7649.12,1993.82,2024-01-09,2026-06-26,4821.47,899,20.68,9642.94,High Value
9642,Hussain Ahmed,2,9,9642.04,7448.91,2193.13,2024-08-13,2025-07-10,4821.02,331,22.75,9642.04,High Value
5785,Zainab Shah,2,8,9638.96,8451.39,1187.57,2022-12-15,2026-06-28,4819.48,1291,12.32,9638.96,High Value
6333,Bilal Sheikh,2,8,9636.56,7108.45,2528.11,2022-04-13,2022-08-31,4818.28,140,26.23,9636.56,High Value
3325,Sana Hussain,3,11,9635.71,7402.64,2233.07,2022-03-05,2026-06-22,3211.9,1570,23.17,9635.71,High Value
1231,Hamza Shah,3,10,9628.66,7297.26,2331.4,2022-05-16,2024-02-10,3209.55,635,24.21,9628.66,High Value
827,Ahmed Raza,1,5,9627.35,7042.95,2584.4,2024-08-31,2024-08-31,9627.35,0,26.84,9627.35,High Value
5572,Danish Khan,1,5,9621.85,6800.15,2821.7,2026-08-04,2026-08-04,9621.85,0,29.33,9621.85,High Value
2216,Imran Ali,4,14,9616.14,7578.83,2037.31,2023-07-22,2025-10-25,2404.04,826,21.19,9616.14,High Value
5259,Danish Siddiqui,2,9,9609.2,8005.92,1603.28,2022-05-06,2024-07-21,4804.6,807,16.68,9609.2,High Value
8022,Sana Shah,2,11,9608.95,9058.39,550.56,2022-12-28,2024-07-04,4804.48,554,5.73,9608.95,High Value
2176,Maryam Raza,1,6,9608.7,7738.56,1870.14,2024-12-03,2024-12-03,9608.7,0,19.46,9608.7,High Value
3891,Zainab Ahmed,1,6,9604.02,6122.58,3481.44,2024-06-17,2024-06-17,9604.02,0,36.25,9604.02,High Value
678,Usman Sheikh,1,7,9599.24,8028.23,1571.01,2024-12-18,2024-12-18,9599.24,0,16.37,9599.24,High Value
1077,Fahad Raza,1,5,9596.15,7365.9,2230.25,2023-07-30,2023-07-30,9596.15,0,23.24,9596.15,High Value
9279,Ayesha Malik,1,7,9593.43,5924.8,3668.63,2023-08-05,2023-08-05,9593.43,0,38.24,9593.43,High Value
4474,Ahmed Khan,2,11,9591.8,7778.28,1813.52,2022-10-11,2023-05-03,4795.9,204,18.91,9591.8,High Value
9983,Omar Iqbal,1,7,9587.2,7969.71,1617.49,2024-12-11,2024-12-11,9587.2,0,16.87,9587.2,High Value
7947,Sara Chaudhry,1,6,9586.14,7490.4,2095.74,2024-06-05,2024-06-05,9586.14,0,21.86,9586.14,High Value
1771,Sara Raza,2,7,9582.95,8437.66,1145.29,2023-05-25,2025-03-18,4791.48,663,11.95,9582.95,High Value
293,Ayesha Chaudhry,3,13,9578.35,7592.28,1986.07,2023-05-20,2025-12-06,3192.78,931,20.73,9578.35,High Value
4114,Maryam Sheikh,1,7,9576.98,6387.15,3189.83,2022-08-29,2022-08-29,9576.98,0,33.31,9576.98,High Value
820,Hussain Malik,2,10,9571.78,7091.24,2480.54,2022-08-28,2026-03-12,4785.89,1292,25.92,9571.78,High Value
3199,Sana Ahmed,2,6,9570.63,7020.81,2549.82,2022-03-22,2026-03-12,4785.32,1451,26.64,9570.63,High Value
7404,Sara Sheikh,2,8,9570.42,8440.12,1130.3,2025-05-16,2026-03-19,4785.21,307,11.81,9570.42,High Value
6926,Usman Ahmed,1,6,9564.66,6872.58,2692.08,2024-04-19,2024-04-19,9564.66,0,28.15,9564.66,High Value
466,Zainab Memon,3,13,9563.09,7473.66,2089.43,2022-11-01,2026-04-27,3187.7,1273,21.85,9563.09,High Value
793,Maryam Malik,1,7,9553.46,8053.5,1499.96,2025-01-14,2025-01-14,9553.46,0,15.7,9553.46,High Value
1220,Danish Khan,2,8,9549.36,7999.48,1549.88,2022-05-09,2025-07-30,4774.68,1178,16.23,9549.36,High Value
7070,Ali Memon,2,6,9546.37,6546.51,2999.86,2024-02-09,2024-05-28,4773.18,109,31.42,9546.37,High Value
4193,Saad Raza,3,15,9546.08,8145.7,1400.38,2023-02-02,2024-12-09,3182.03,676,14.67,9546.08,High Value
6206,Danish Memon,1,6,9545.64,8785.08,760.56,2026-04-21,2026-04-21,9545.64,0,7.97,9545.64,High Value
4966,Hamza Khan,2,7,9545.21,8781.43,763.78,2024-03-30,2026-07-16,4772.6,838,8.0,9545.21,High Value
6718,Ayesha Mirza,2,7,9544.32,8331.31,1213.01,2022-09-29,2025-06-02,4772.16,977,12.71,9544.32,High Value
6019,Zainab Buriro,1,6,9537.42,7739.16,1798.26,2022-03-10,2022-03-10,9537.42,0,18.85,9537.42,High Value
210,Bilal Sheikh,2,5,9536.25,5998.01,3538.24,2025-05-28,2026-04-13,4768.12,320,37.1,9536.25,High Value
6137,Bilal Iqbal,2,9,9534.42,7132.44,2401.98,2024-04-19,2025-04-01,4767.21,347,25.19,9534.42,High Value
9201,Fatima Ahmed,2,7,9533.48,6819.41,2714.07,2022-10-05,2024-05-17,4766.74,590,28.47,9533.48,High Value
128,Hira Ahmed,1,7,9525.81,9251.27,274.54,2026-06-29,2026-06-29,9525.81,0,2.88,9525.81,High Value
2130,Maryam Khan,2,9,9524.63,7123.46,2401.17,2023-09-23,2025-03-03,4762.32,527,25.21,9524.63,High Value
2958,Zainab Khan,3,10,9522.1,6600.9,2921.2,2022-09-19,2026-07-29,3174.03,1409,30.68,9522.1,High Value
808,Ahmed Ahmed,2,9,9502.2,7622.09,1880.11,2025-04-27,2025-08-10,4751.1,105,19.79,9502.2,High Value
6132,Hamza Hussain,1,7,9500.4,7254.8,2245.6,2024-12-07,2024-12-07,9500.4,0,23.64,9500.4,High Value
8904,Hira Qureshi,1,6,9497.94,7679.58,1818.36,2024-03-01,2024-03-01,9497.94,0,19.14,9497.94,High Value
3760,Usman Ahmed,2,7,9495.82,6898.79,2597.03,2022-12-04,2025-04-16,4747.91,864,27.35,9495.82,High Value
576,Omar Sheikh,1,5,9492.5,6293.15,3199.35,2023-11-14,2023-11-14,9492.5,0,33.7,9492.5,High Value
2991,Maryam Buriro,1,6,9490.8,8670.36,820.44,2025-03-03,2025-03-03,9490.8,0,8.64,9490.8,High Value
